Course	Subject	Room	Teacher	Time	Students
74	BIOL2	PK180	62	7	43 292 388 435 449 471 472 548 552 559 565 673 682 726 
75	PSYC1	PK338	63	3	43 57 95 113 119 138 139 145 277 293 302 335 341 361 385 431 457 462 472 489 492 493 504 515 522 526 581 584 585 599 603 608 609 630 646 652 656 657 660 663 667 671 673 674 675 690 701 703 717 727 752 754 761 771 775 778 801 807 816 825 828 829 831 839 841 850 855 869 870 873 882 885 900 903 924 949 961 980 990 991 1023 1036 1040 1042 1047 1049 1051 1097 1098 
76	ENGL2	TH104	4	8	44 111 174 183 265 466 485 487 555 668 1001 1014 
77	PSYC3	TH104	64	9	44 73 136 201 221 227 247 268 271 847 
78	HIST3	TH104	65	10	46 51 122 133 166 175 219 329 378 397 413 1006 
79	MATH2	PK25	66	11	46 54 102 125 162 235 291 308 335 367 392 398 410 487 498 500 557 677 749 753 853 
80	MATH3	PK25	67	2	46 54 102 125 127 136 159 188 191 195 196 200 207 215 216 218 220 235 286 291 308 312 318 334 
81	MATH2	CARP21	68	12	47 60 125 195 207 294 484 557 
82	ENGL2	TH110	69	1	47 73 105 156 211 235 259 260 271 280 342 348 352 375 378 411 413 476 524 584 631 707 724 729 753 771 775 786 827 931 1011 1027 1028 1058 1069 
83	ARCH1	PK25	70	12	48 549 697 810 850 873 886 892 903 920 924 938 941 972 989 1035 1040 1048 1057 1065 1073 
84	GERM2	PK336	71	6	49 80 1082 
85	POLS3	DAL204	72	4	49 77 112 179 240 245 261 267 272 300 331 420 459 486 517 749 764 
86	CITY2	PK229	73	2	49 70 81 97 106 112 198 364 419 481 760 
87	HIST3	PK336	22	7	51 308 
88	SOCL1	TH110	18	2	52 266 270 283 302 365 417 438 446 483 527 567 619 627 649 658 659 676 707 740 755 782 786 861 867 876 956 960 970 1013 1032 1066 
89	SOCL2	PK229	74	17	52 224 452 695 706 801 882 1021 1045 
90	SOCL3	TH104	75	1	52 129 154 173 219 238 264 283 285 417 438 509 804 
91	HART1	PK336	21	8	54 943 
92	ARTD3	CARP21	76	13	55 88 291 307 398 571 907 1023 
93	PSYC2	TH104	64	11	55 193 221 247 271 320 494 496 506 665 777 847 
94	PSYC3	PK243	52	7	61 501 
95	CMSC1	TH104	77	12	58 206 577 710 809 883 1003 1033 1056 
96	BIOL3	TAYF	23	10	59 126 164 194 250 263 299 
97	ARTT2	GIL210	78	4	63 75 87 875 1014 
98	FREN0	TH110	79	12	63 122 441 455 463 474 539 574 607 663 692 711 738 744 815 819 831 843 844 893 911 942 973 1012 1023 1034 1068 1079 
99	EDUC2	DAL204	80	5	65 71 80 178 197 333 363 376 396 479 506 512 527 691 743 849 
100	MATH3	GIL210	81	15	65 188 196 200 235 
101	GERM0	DAL204	82	6	66 151 205 228 330 383 440 533 606 740 758 765 852 858 947 962 1027 
102	CSEM0	PK338	83	4	68 270 273 429 445 452 453 463 492 507 512 523 544 553 561 572 579 583 588 594 600 601 602 611 612 621 633 634 637 638 640 645 650 651 656 659 661 662 673 675 676 680 683 684 689 690 692 694 705 711 717 719 724 733 738 744 751 752 762 785 801 804 808 813 818 819 820 825 830 831 837 839 843 845 1001 
103	ECON2	PK25	84	5	68 115 159 179 274 303 314 429 482 497 540 541 592 620 653 677 690 710 764 775 791 797 817 
104	GERM1	DAL204	82	7	68 145 224 399 522 661 664 675 702 750 839 909 918 919 940 1009 1076 
105	ARTW2	TH104	27	2	69 279 511 555 618 646 759 781 1029 1059 1077 
106	SPAN0	PK338	85	9	72 231 244 292 318 355 367 368 391 400 444 476 494 534 582 593 603 626 698 741 788 795 836 838 857 862 876 891 897 898 901 907 924 929 976 986 1014 1022 1026 1031 1036 1043 1051 1052 1060 1064 1066 1070 1072 1081 1092 
107	MATH2	PK338	86	10	74 155 189 294 416 424 429 439 518 528 529 542 585 594 600 604 605 611 623 624 625 629 640 657 662 677 693 710 732 738 749 756 770 773 780 789 817 822 837 863 911 919 1003 1030 1046 1055 1069 1073 
108	ARTT2	GIL210	78	5	75 87 99 189 307 477 
109	HIST3	PK243	87	8	76 132 202 328 
110	ARTF2	PK229	45	3	78 101 196 285 292 321 349 402 490 530 795 
111	ANTH2	CARP21	88	14	79 185 337 597 599 684 801 829 
112	ARTD2	CARP21	89	1	80 88 103 291 307 392 458 
113	ARTD1	TAYF	90	11	81 307 340 346 1017 1063 
114	LATN2	GIL210	91	17	83 84 134 290 635 
115	CSTS2	PK25	13	13	83 84 129 161 182 188 209 234 290 350 399 426 441 449 572 609 684 720 937 968 
116	ITAL0	TH110	92	16	85 258 563 568 635 679 701 782 828 833 900 908 917 943 966 968 1015 1028 1040 1059 1061 1075 1087 1088 1091 1096 
117	ARCH2	TAYF	70	13	199 370 468 606 689 791 
118	CSTS2	CARP21	93	15	88 209 262 405 627 871 886 893 
119	PHIL3	GIL210	8	16	89 99 167 423 475 
120	PHIL2	PK180	94	2	89 181 316 320 349 421 423 472 478 501 532 615 736 737 
121	RUSS3	PK243	95	9	89 155 180 309 
122	ENGL2	PK180	96	10	90 142 237 242 284 339 362 436 505 525 564 1098 
123	CITY3	CARP21	97	16	91 106 165 275 295 464 481 
124	ENGL2	TH110	98	13	93 116 185 187 260 269 378 407 411 443 453 466 470 568 628 634 641 643 679 761 778 807 810 840 923 929 984 1036 
125	FREN3	PK243	11	10	98 184 241 303 
126	FREN2	TAYF	99	1	101 379 420 485 548 635 818 
127	HEBR2	PK336	100	9	104 210 345 
128	ENGL2	TH110	101	11	105 275 355 375 399 436 451 453 454 470 473 476 477 507 522 547 567 597 615 629 636 641 648 649 716 731 737 763 785 846 
129	HART2	TAYF	102	12	107 250 534 694 834 
130	POLS3	GIL210	103	6	108 140 173 261 264 409 
131	SPAN0	DAL204	53	8	421 532 577 657 658 714 759 821 832 904 920 975 1016 1018 1053 
132	RUSS2	CARP21	104	2	113 171 290 309 497 638 652 757 
133	ENGL2	GIL210	105	7	113 319 575 799 1071 
134	ECON2	PK25	30	14	115 135 159 179 213 216 230 248 274 348 410 479 484 571 600 667 719 747 811 853 1073 
135	GNST2	CARP21	75	3	115 275 401 480 636 664 695 706 
136	FREN0	TH110	99	4	118 231 518 540 549 596 616 677 718 728 754 765 787 789 805 835 877 889 892 906 925 930 931 937 939 963 974 998 1005 1030 1041 1046 1054 1078 
137	CNSE2	CARP21	106	17	119 276 389 459 467 479 489 521 
138	EAST1	PK180	107	11	119 226 342 384 425 581 584 651 696 878 944 999 1002 1075 
139	GREK1	PK336	108	10	123 186 734 
140	HIST2	PK229	109	14	126 140 255 363 401 412 520 583 598 837 
141	GNST1	PK229	110	4	131 180 194 199 461 475 503 590 714 793 
142	PHIL2	CARP21	111	4	133 149 167 215 268 528 774 829 
143	PHIL3	PK336	35	11	135 422 514 
144	CHEM2	PK25	112	17	138 254 343 346 356 368 377 380 390 393 395 402 415 416 441 495 503 542 624 808 
145	ENGL2	TH104	98	14	142 161 237 265 351 473 525 639 823 843 943 985 
146	ECON3	PK243	26	11	143 150 277 324 
147	CHEM2	DAL204	113	2	144 254 343 346 356 368 377 380 390 393 395 402 415 441 495 503 542 556 808 
148	ARCH3	GIL210	114	8	153 160 370 468 610 
149	COML3	TAYC	96	11	147 
150	POLS1	TH110	72	9	148 228 269 314 348 361 392 393 398 429 493 532 552 573 580 586 595 725 729 747 769 793 831 833 853 877 878 1045 1090 
151	HIST3	TAYC	97	10	152 
152	HIST3	PK243	50	12	166 219 238 1006 
153	BIOL1	PK338	37	6	168 257 354 428 463 510 511 530 545 562 582 590 598 602 611 616 619 620 622 624 633 644 658 663 676 678 680 704 712 731 741 748 751 756 770 777 784 793 796 803 817 819 820 830 857 862 865 867 891 905 913 930 944 952 956 981 991 994 1011 1022 1025 1029 1038 1048 1069 1085 
154	SOCL2	TAYF	115	2	168 363 434 452 512 733 1096 
155	MATH1	PK338	116	11	169 354 360 428 642 664 699 730 758 767 815 830 844 862 864 875 879 884 894 895 910 922 929 932 935 945 946 950 967 971 974 977 979 983 987 1005 1009 1015 1018 1024 1028 1029 1034 1037 1039 1062 1076 1095 
156	CITY1	PK180	117	12	175 243 275 480 610 672 723 736 745 828 841 845 1022 
157	PHIL1	TH110	94	6	177 308 314 360 424 442 445 446 539 544 594 701 703 736 737 747 850 851 871 881 885 888 894 902 933 934 949 966 971 985 1020 
158	RUSS2	PK243	118	13	180 515 639 653 
159	ENGL3	TAYF	119	14	204 233 259 319 
160	ARTT1	PK243	120	1	189 335 
161	ARTT3	PK336	121	12	189 307 340 
162	PHIL1	PK243	122	2	613 767 1001 
163	PSYC2	PK25	63	15	201 227 249 371 396 403 427 467 494 506 601 656 711 739 777 795 799 1086 
164	CITY2	TAYC	58	2	205 626 
165	RUSS0	CARP21	95	5	210 805 887 958 972 1079 
166	HART3	TAYC	97	3	212 508 
167	ANTH1	PK338	36	8	222 226 257 273 345 358 418 435 444 458 510 544 551 562 566 572 585 599 606 630 647 650 662 687 721 731 772 773 776 779 782 794 806 812 814 855 865 868 880 881 883 897 898 916 925 935 938 958 964 982 985 986 991 995 1037 1047 1050 1071 1094 
168	GEOL2	PK243	123	3	297 669 726 803 
169	GEOL3	PK336	124	13	229 297 842 
170	CNSE0	PK25	125	6	233 303 324 560 561 575 607 696 702 709 730 878 926 927 945 955 957 973 982 1000 1055 
171	ENGL3	TAYF	126	3	233 374 375 411 418 454 477 846 
172	SPAN3	PK243	127	4	236 289 332 465 535 
173	ARTT2	GIL210	120	9	596 990 1079 
174	FREN2	GIL210	128	10	249 359 565 627 717 
175	FREN2	TAYF	129	4	249 253 373 437 745 769 
176	ARTD3	TAYC	130	12	251 
177	ANTH2	PK336	62	14	634 687 
178	HIST2	PK243	87	14	252 370 1066 
179	ARTW3	GIL210	131	11	259 351 413 537 692 
180	ITAL2	PK243	132	15	260 327 716 887 
181	SOCL2	PK180	115	3	266 450 488 527 544 564 639 644 678 742 799 843 1019 
182	FREN0	PK338	99	17	269 272 457 507 527 543 567 674 684 697 724 735 799 810 816 822 823 842 847 875 890 904 910 952 954 956 969 984 988 990 993 997 999 1004 1056 1067 1074 1097 
183	SOCL2	TAYF	74	15	270 432 632 706 791 811 841 
184	LATN0	TAYF	91	16	288 609 870 922 941 1035 1065 
185	HIST2	PK229	65	5	293 422 518 657 661 683 755 765 859 
186	SPAN1	DAL204	133	1	294 382 471 569 585 606 634 672 683 813 912 928 934 957 1032 1077 
187	CITY2	PK243	134	16	344 591 824 
188	HART1	PK229	135	6	295 655 659 695 917 1013 1019 1084 
189	ARTD3	TAYC	136	13	
190	RUSS3	TAYC	104	14	309 
191	HART2	PK243	134	17	310 447 587 
192	SPAN2	DAL204	137	14	326 362 365 369 413 470 526 761 770 786 804 859 979 
193	CHEM1	PK338	138	12	336 389 502 516 548 563 612 614 650 662 678 682 698 708 713 797 802 820 821 825 864 867 890 902 908 918 921 931 934 940 951 953 954 964 968 975 977 988 992 1004 1009 1076 1085 
194	HIST1	DAL204	58	15	336 523 568 661 679 735 759 835 848 854 896 942 946 976 987 1010 
195	SPAN2	PK180	139	4	346 365 392 393 406 484 513 531 554 573 595 605 653 766 1008 
196	CSEM0	PK338	140	1	354 428 444 539 543 563 568 607 664 679 681 688 696 697 698 699 700 701 702 703 709 713 718 720 728 730 735 740 754 758 759 767 772 782 784 787 789 792 794 796 800 805 806 809 810 812 814 815 816 821 823 835 840 844 848 850 851 852 854 855 856 857 858 859 862 863 864 865 866 867 868 869 870 871 872 873 874 875 876 877 878 879 880 881 882 883 884 885 886 887 888 889 890 891 892 893 894 895 896 897 898 899 900 901 902 903 904 905 906 907 908 
197	CITY1	TH110	60	5	372 419 444 474 491 511 530 545 591 622 667 672 719 723 724 766 811 824 891 909 920 921 940 953 988 993 1021 1051 1070 1091 1094 
198	COML2	PK336	96	15	374 485 671 
199	PHIL2	GIL210	111	12	384 422 514 588 615 737 
200	ANTH2	PK336	88	16	572 
201	GERM2	GIL210	141	13	416 725 780 899 1082 
202	HEBR1	TAYC	100	4	417 644 
203	CHEM1	PK180	142	5	432 490 528 709 773 806 814 872 914 947 950 997 1052 1064 1092 
204	PHYS2	TAYF	143	17	439 553 594 666 686 789 1055 
205	POLS1	PK25	144	3	471 620 631 640 705 712 740 792 804 880 892 901 932 962 996 1012 1016 1018 1044 1068 1074 
206	CMSC2	TAYC	77	5	483 802 
207	MATH2	TAYC	122	6	483 
208	RUSS1	CARP21	145	6	493 497 617 637 638 639 652 653 690 
209	HIST2	TAYC	22	8	541 
210	PHYS1	PK180	140	13	605 623 710 823 895 911 919 948 974 978 1003 1062 
211	HIST2	PK336	93	17	549 566 938 
212	HEBR2	TAYC	96	16	550 
213	CHEM1	PK180	146	14	565 664 697 726 835 844 854 893 922 936 967 971 1015 1059 
214	ECON2	TAYC	61	1	589 605 842 
215	GEOL2	TAYC	147	7	669 
216	ANTH1	TAYC	60	15	660 
217	GREK0	GIL210	148	14	696 767 879 1019 1057 
218	PHIL2	TAYC	35	9	755 
219	RUSS2	TAYC	149	17	757 
220	HEBR0	GIL210	100	1	914 933 981 1089 
221	ARTD3	TAYSEM	150	1	
222	ENGL1	CARP21	151	7	995 1003 1012 1060 1062 1068 1074 1084 
