Course	Subject	Room	Teacher	Time	Students
92	SPAN0	PK25	72	9	51 60 96 244 300 342 356 430 448 461 468 518 577 579 586 600 623 624 628 632 653 658 671 706 726 735 788 790 813 834 835 837 839 846 849 872 903 916 948 965 973 975 980 983 986 997 1005 1008 1015 1028 1033 1046 1064 1084 
93	POLS2	PK180	56	8	84 177 241 317 432 627 757 870 886 1069 
94	BIOL2	PK180	73	4	54 271 273 293 329 342 371 388 393 468 525 542 1088 
95	BIOL3	PK336	74	1	85 564 
96	BIOL2	TAYD	75	1	54 61 142 151 206 454 459 525 542 
97	CITY3	TAYD	60	10	56 179 212 233 370 423 551 
98	ARTT3	PK243	76	1	57 93 158 237 828 
99	ENGL3	PK180	77	15	59 149 208 226 230 289 382 402 406 446 
100	ENGL2	GIL210	78	1	60 82 128 185 409 503 606 627 772 806 928 933 
101	GEOL1	DAL204	79	15	62 159 411 467 590 599 616 633 635 649 650 670 713 719 723 739 746 773 786 790 792 820 854 907 923 940 958 1043 1045 
102	HIST3	TAYF	80	7	62 165 210 423 563 564 759 
103	ENGL2	DAL204	81	10	63 66 129 195 320 331 338 343 361 365 424 446 521 538 565 621 646 660 691 732 744 747 770 798 869 876 911 968 975 1066 
104	MATH2	PK25	57	3	65 188 327 363 364 386 399 429 430 443 475 487 513 519 520 525 531 538 560 586 588 594 596 599 612 617 620 623 636 638 650 651 658 660 665 668 672 680 694 697 698 701 704 708 728 762 768 771 778 791 795 796 797 812 821 831 833 836 848 850 852 859 866 874 878 884 893 908 928 942 
105	PSYC2	PK338	82	3	97 141 145 264 266 270 321 387 389 410 455 470 499 517 550 568 608 609 624 800 817 892 
106	HART1	GIL210	83	2	66 103 204 393 438 458 673 700 740 900 918 921 993 1027 1062 
107	ENGL2	PK338	84	4	67 201 269 336 346 361 365 377 389 402 406 424 446 460 571 584 678 693 731 767 828 869 
108	HEBR0	TAYG	85	7	67 700 914 1023 1026 1085 
109	RUSS3	TAYE	86	13	67 187 
110	PHIL1	TAYF	87	8	68 413 561 586 623 624 951 
111	PHIL3	PK180	8	16	71 104 131 133 180 202 291 307 348 465 485 
112	BIOL3	PK243	88	4	74 134 220 226 761 
113	POLS1	DAL204	46	1	74 83 235 264 293 295 334 364 422 431 444 451 522 523 543 559 566 590 633 640 643 656 660 682 685 692 699 746 752 757 761 765 801 848 866 882 1055 
114	POLS3	PK180	15	17	75 84 142 240 306 346 349 356 414 607 
115	ARCH3	PK336	66	2	76 116 228 555 
116	EDUC2	PK180	35	9	77 258 262 453 587 612 652 731 828 
117	POLS3	PK336	20	4	77 179 298 
118	BIOL3	TAYF	75	9	81 305 315 329 454 542 
119	CITY3	TAYE	36	1	81 179 370 
120	CHEM3	TH110	89	11	90 98 115 136 138 141 143 152 168 169 260 310 373 
121	HIST2	PK243	56	3	88 215 309 782 
122	HART2	DAL204	90	17	89 116 160 166 232 255 280 326 333 360 420 435 464 504 536 557 579 635 723 734 754 772 779 845 1073 
123	ARTD3	EHI	91	8	90 
124	CHEM3	TAYF	92	10	90 125 138 141 152 169 260 
125	GERM0	GIL210	93	3	92 314 357 392 435 754 793 950 958 989 1003 1029 1032 
126	SPAN2	TH110	94	12	92 128 157 286 290 444 450 489 531 575 633 657 692 833 880 883 
127	COML2	TAYE	95	2	93 509 
128	POLS3	TAYE	18	12	94 498 
129	ARTW2	PK180	96	10	96 158 213 232 459 533 562 678 713 733 796 1001 
130	BIOL2	PK338	97	17	96 204 251 273 295 371 388 398 472 505 516 537 583 589 606 730 741 785 
131	PSYC3	TAYD	11	2	97 114 144 145 219 269 274 308 
132	FREN3	PK243	98	5	381 385 448 492 
133	ENGL3	TAYD	45	11	102 149 208 213 230 232 447 622 
134	PHIL2	TAYF	12	11	104 178 180 182 202 352 464 
135	ARTW2	PK229	99	1	174 226 344 402 415 508 611 
136	CMSC1	TH110	100	1	106 124 352 412 467 560 648 662 675 836 981 993 1018 1025 1050 1058 
137	SPAN1	GIL210	4	4	107 188 297 312 318 445 517 544 589 661 705 732 1007 1071 
138	SPAN1	TAYD	94	13	108 339 644 664 676 746 769 830 
139	GNST1	PK180	101	11	110 146 264 316 677 752 780 881 920 976 1064 
140	MATH3	PK180	102	12	279 309 319 351 425 445 466 501 
141	BIOL2	TAYD	88	3	115 134 221 268 362 371 374 473 
142	ARCH1	PK338	66	13	116 375 452 605 620 722 725 803 907 916 923 932 944 959 991 1003 1020 1028 1045 1049 1051 
143	CHEM1	PK25	103	10	117 166 292 311 383 404 477 485 507 535 572 581 602 622 655 704 715 728 730 741 751 774 785 808 841 908 910 939 943 953 963 965 969 970 971 989 1000 1005 1021 1023 1032 1036 1037 1042 1072 1074 
144	COML2	PK243	40	6	208 287 343 645 
145	COML2	TAYE	40	3	118 197 577 
146	ANTH2	PK229	104	2	120 185 194 330 526 575 592 664 667 760 
147	MATH2	PK243	87	7	124 345 560 
148	ARTW2	PK180	105	13	129 192 230 364 431 502 503 550 663 701 787 
149	ITAL2	GIL210	95	14	130 191 200 258 262 271 405 425 438 439 585 635 
150	PHYS3	TAYD	3	4	130 131 205 215 309 319 351 401 816 
151	PHYS3	PK336	106	3	130 131 205 511 
152	PSYC3	EHI	107	9	133 
153	CNSE3	PK243	108	8	135 218 231 283 505 
154	MATH1	DAL204	2	3	135 150 173 202 253 256 336 341 347 378 418 497 526 579 616 670 673 703 717 733 764 775 788 858 870 875 879 905 918 935 967 973 998 1015 1030 
155	ANTH2	TAYE	109	14	135 1057 
156	LATN0	PK229	110	3	317 502 504 532 613 816 895 937 954 
157	HART3	TAYE	111	15	155 333 
158	SPAN0	PK338	112	8	159 201 559 615 713 718 776 811 825 827 844 859 915 924 926 935 982 999 1024 1039 
159	ECON3	PK336	113	5	161 244 309 355 
160	CHEM2	TAYF	114	12	163 314 353 357 379 386 443 
161	CHEM2	PK229	115	4	169 314 327 357 373 379 443 475 479 520 778 
162	CSTS3	EHI	65	10	170 
163	FREN0	DAL204	116	4	170 194 223 282 585 602 604 718 772 774 814 819 836 850 857 897 899 905 929 940 944 945 960 963 977 1021 1047 1049 1060 1072 1073 1080 
164	HEBR2	EHI	85	11	172 
165	PHIL2	GIL210	117	15	179 223 272 276 331 348 427 435 437 465 495 529 563 734 
166	ECON3	TAYE	118	16	182 441 
167	ECON3	TAYE	5	17	182 250 
168	PSYC2	GIL210	107	5	183 203 261 321 442 517 534 550 562 691 737 779 997 1062 
169	ITAL2	PK229	119	10	187 200 271 359 405 438 439 742 917 
170	CMSC2	PK336	100	6	190 325 755 
171	CMSC3	PK336	120	7	190 325 846 
172	SOCL2	TAYF	109	13	191 209 231 283 557 918 998 
173	PSYC2	GIL210	121	16	192 266 410 494 568 583 609 679 683 689 842 856 
174	BIOL3	TAYG	17	8	195 242 329 371 468 
175	HIST1	TH110	50	4	289 421 484 535 671 720 805 860 919 937 946 973 984 1077 
176	FREN0	DAL204	122	13	204 365 456 471 477 498 601 616 634 659 660 693 704 800 854 860 875 921 931 936 938 946 1001 1009 1017 1036 1040 
177	EDUC2	PK229	123	11	209 254 452 453 608 646 692 771 839 
178	ARTT2	TAYF	124	14	211 508 855 997 1024 1080 
179	ENGL2	PK180	125	5	213 332 338 365 421 431 433 460 510 610 629 929 937 
180	ARTD2	TAYD	126	5	219 222 267 374 396 429 481 563 578 
181	HIST2	TAYE	101	4	245 
182	CITY2	PK243	45	9	224 233 280 284 426 
183	CITY3	EHI	90	12	
184	EAST1	TAYD	9	12	227 326 404 458 719 781 837 1022 
185	ARTW1	PK229	96	12	234 331 532 621 890 922 949 957 995 
186	HART2	PK336	78	8	235 276 407 922 
187	GNST2	TH110	127	13	236 238 294 358 489 493 567 657 679 703 852 869 1053 
188	JAPN2	EHI	128	13	
189	MATH2	GIL210	29	6	242 357 372 399 425 501 812 
190	CNSE2	TAYD	129	14	243 294 301 434 457 470 678 685 
191	SOCL3	TAYE	19	5	249 395 478 
192	HART3	PK336	90	9	255 257 333 360 
193	CITY2	EHI	123	1	256 614 
194	RUSS3	EHI	130	2	259 480 
195	RUSS3	PK336	131	11	259 384 480 
196	FREN2	TAYD	116	6	273 417 703 728 737 777 853 1079 
197	PSYC1	PK25	132	8	273 308 405 463 481 509 524 538 582 592 610 629 644 676 689 693 711 714 753 767 771 780 781 789 803 815 818 824 826 830 835 842 843 845 849 860 883 887 890 899 900 901 916 919 987 993 996 1015 1031 1033 1040 1046 1050 1053 1060 1070 1075 1088 
198	MATH1	DAL204	133	2	277 544 546 581 585 630 727 742 758 825 837 861 865 902 931 939 940 966 970 974 976 982 988 999 1002 1004 1008 1018 1021 1026 1040 1042 1045 1052 1054 1066 
199	PHIL2	TAYE	40	7	278 449 552 
200	FREN0	PK25	116	15	279 507 511 524 558 618 654 668 715 716 720 749 750 799 815 822 829 838 858 865 871 874 925 933 949 952 956 957 968 978 981 985 988 991 1002 1010 1057 1068 1076 1077 
201	GERM1	TH110	134	14	299 433 467 481 572 580 641 677 692 725 782 896 923 1004 1043 1087 
202	HART1	PK229	39	5	367 407 568 646 712 784 798 802 905 939 
203	FREN1	DAL204	98	7	311 429 463 509 527 533 539 546 621 625 633 638 643 684 686 711 717 756 757 787 817 842 848 893 901 907 912 927 1030 1059 
204	SOCL1	PK338	32	16	313 437 523 545 557 615 628 676 684 696 716 826 830 832 843 896 906 1039 1043 
205	LATN0	TAYG	135	9	316 651 670 792 898 1090 
206	PHYS3	TAYG	136	10	319 351 511 755 787 816 
207	CMSC2	EHI	87	3	325 755 
208	CSTS1	TAYF	137	15	330 375 818 832 892 895 934 
209	ITAL1	GIL210	138	17	332 415 556 627 636 646 673 696 768 777 798 824 870 
210	GEOL2	PK336	70	10	334 484 
211	CITY2	TAYF	139	16	335 337 347 451 574 614 747 
212	CITY3	EHI	111	14	337 
213	CSEM0	PK25	22	4	338 366 394 399 430 431 434 436 456 463 495 506 511 515 543 546 558 560 562 575 578 580 592 596 598 603 607 619 623 624 625 634 639 641 645 650 654 655 658 662 667 668 672 675 676 683 684 685 686 690 695 730 738 743 744 749 764 765 769 782 797 804 808 835 839 840 845 854 1022 1069 
214	GERM2	TAYE	40	8	342 362 686 
215	HART2	EHI	36	4	347 807 
216	RUSS1	TAYG	130	11	349 369 478 527 688 702 
217	ECON2	TAYG	118	12	355 534 764 809 821 827 
218	PHIL2	TAYF	140	17	355 432 637 666 729 776 1031 
219	POLS2	TH110	20	5	403 472 482 496 497 500 625 682 707 770 804 974 983 1067 
220	RUSS2	PK243	131	10	366 382 384 855 
221	COML2	TAYE	45	6	370 390 
222	LATN2	TAYE	110	9	381 490 619 
223	LATN3	EHI	141	15	381 
224	RUSS2	EHI	130	5	383 384 
225	GERM2	TAYE	41	10	453 500 
226	GREK2	EHI	63	16	462 
227	CHEM1	GIL210	103	7	499 589 598 712 776 779 805 913 924 930 980 1052 1063 
228	ANTH2	EHI	16	7	575 
229	HEBR1	TAYD	85	15	506 531 587 662 730 877 947 1048 
230	PSYC2	PK229	142	6	518 600 636 638 653 695 735 736 763 
231	ITAL0	PK338	138	2	522 541 574 597 606 655 703 714 721 722 818 853 886 887 894 941 971 972 1006 1007 1012 1013 1056 1067 1071 
232	PHYS2	PK243	136	11	620 708 755 787 878 
233	LATN2	TAYG	110	1	890 911 959 1070 
234	CHEM1	PK180	143	14	720 837 876 893 902 981 982 986 992 1038 
235	RUSS0	PK243	86	12	726 736 868 888 1044 
236	ARTT1	PK243	124	13	750 783 844 971 992 
237	CMSC2	EHI	10	17	847 
238	CNSE0	PK336	108	12	851 966 970 1034 
239	ENGL1	GOB	144	1	
