Course	Subject	Room	Teacher	Time	Students
262	CITY3	PK25	151	9	595 667 1183 1199 1232 1432 
263	COML3	TAYE	12	3	598 
264	SOCL2	TAYD	149	4	69 99 274 352 420 443 499 1354 1405 
265	CITY2	EHLEC	149	8	402 1199 1209 1267 
266	EDUC3	TAYE	113	5	1111 
267	HIST3	DAL119	124	12	688 1239 1251 1285 1320 1418 1445 1524 
268	GERM3	TAYE	71	7	330 
269	EAST2	DAL300	141	9	1122 1281 
270	ARTD3	BYC127	155	12	721 1411 1544 1577 1596 
271	CITY3	EHLEC	156	9	89 730 1193 1391 
272	CITY2	DAL300	151	2	663 1144 1511 
273	SOCL2	DAL300	153	3	765 1204 1267 
274	COML3	TAYE	40	6	
275	HIST3	DAL300	38	10	380 1340 
276	HIST3	DAL300	147	11	1118 1236 
277	MATH3	DAL300	157	12	20 336 
278	PHIL3	DAL300	34	14	1249 1265 
279	CITY2	DAL300	88	15	1306 1443 
280	COML3	TAYE	116	8	
